student_id,Q1,Q2,Q3,Q4,Q5
5620400921,1,0,8,5,5
5620473221,6,4,3,6,3
5620570021,6,7,5,6,3
5620593021,6,2,2,7,6
5620827921,10,0,9,6,5
5620966921,7,3,2,6,3
5620982021,9,8,2,10,4
5621050721,4,1,7,9,3
5621060521,9,1,5,7,4
5621364421,7,7,6,7,7
5621377921,2,10,8,7,8
5621475021,2,4,4,7,3
5621480121,1,2,6,6,5
5621643621,7,6,6,10,7
5621665621,10,3,9,5,3
5621721021,9,8,5,8,4
5621866221,10,1,7,7,5
5621969121,6,7,2,5,8
5622147721,0,5,9,8,6
5622280021,9,6,3,5,3
5622353121,2,4,3,7,7
5622543321,2,2,6,6,7
5622583721,9,3,7,7,8
5622725821,0,2,8,5,6
5622730321,8,9,7,7,8
5622825521,10,1,3,5,5
5622908821,0,4,4,6,7
5622997221,9,10,4,9,8
5623026621,4,3,9,10,6
5623609921,7,6,7,10,8
5623799621,4,5,5,8,5
5623927621,10,2,7,7,6
5623976521,6,3,3,9,3
5624016821,7,9,4,10,3
5624083321,7,4,2,7,3
5624326321,5,2,6,10,7
5624340021,0,0,3,10,5
5624369421,0,0,4,10,6
5624693321,10,6,8,8,7
5624719321,3,8,6,9,8
5624796521,0,10,7,6,6
5624847521,1,4,6,9,6
5624851721,0,5,5,6,5
5624926721,7,0,9,10,5
5624929521,3,4,6,8,3
5624983421,7,0,3,7,6
5625205621,3,6,3,9,7
5625268121,6,7,3,10,8
5625427021,0,10,9,7,5
5625763821,10,3,6,5,5
5625871721,1,8,4,9,7
5625872921,1,8,2,7,8
5625897821,6,5,4,8,3
5625950621,0,10,5,6,4
5626094021,6,7,4,10,7
5626189021,5,7,5,8,8
5626222721,4,10,4,9,3
5626274521,3,2,8,10,5
5626387121,0,8,2,6,6
5626404421,10,7,2,9,5
5626572621,10,10,8,7,5
5626874621,6,10,2,9,8
5626912321,10,5,5,10,6
5626983621,3,5,5,10,4
5627293321,2,10,5,5,6
5627328921,2,8,3,8,6
5627412621,0,0,6,8,6
5627569921,4,7,9,6,8
5627652021,3,3,3,10,7
5627711021,6,3,6,10,8
5627848821,7,9,7,7,8
5628099321,7,3,9,9,3
5628203321,4,4,4,7,5
5628226821,10,7,6,10,5
5628286121,8,2,4,10,4
5628294521,5,9,6,8,6
5628329421,7,3,5,10,5
5628387221,8,1,8,6,5
5628548721,10,5,7,6,7
5628579121,10,9,4,9,3
5628694021,9,3,7,7,6
5628797221,4,6,4,6,5
5629088321,7,9,3,6,4
5629106321,1,4,7,7,4
5629211621,4,10,5,8,4
5629331521,10,8,2,8,6
5629501821,6,10,5,10,6
5629600821,2,3,4,8,6
5629624421,9,10,3,9,3
5629700321,4,6,4,7,6
5629807921,8,4,7,10,8
5630013121,3,2,9,9,4
5630030421,2,8,8,7,3
5630101321,4,1,6,9,4
5630287421,5,6,7,7,8
5630761821,5,0,8,9,5
5630790421,6,8,4,5,8
5631007421,1,7,7,6,5
5631056421,7,10,8,5,4
5631131521,9,3,8,10,8
5631186921,7,4,3,8,4
5631369621,5,3,7,5,4
5631371621,9,9,6,9,8
5631391721,8,2,6,9,3
5631547821,1,2,2,7,6
5631606321,4,7,4,7,5
5631720321,7,0,5,8,5
5631789721,4,1,3,10,5
5631942421,5,2,6,8,3
5632016621,9,8,7,6,7
5632032121,3,0,3,8,5
5632242721,0,7,4,9,5
5632283821,0,8,6,9,7
5632525021,3,2,7,6,4
5632737021,0,6,6,9,8
5632778321,4,9,3,10,3
5633375121,9,8,9,6,4
5633380221,8,10,8,10,4
5633418021,4,0,6,9,4
5633471921,8,3,7,9,3
5633614221,3,8,3,10,7
5633647021,5,6,6,6,8
5634000621,8,9,8,5,8
5634206921,4,6,8,8,4
5634283621,2,9,2,5,6
5634342621,5,6,5,6,8
5634401121,1,8,3,6,4
5634615621,2,3,2,9,7
5634673221,8,6,6,6,6
5634690521,1,2,8,7,3
5634698221,6,0,8,9,5
5634728721,7,0,2,10,6
5634864921,1,0,7,9,3
5634870421,6,3,6,5,5
5635209721,9,10,8,10,5
5635440621,1,4,9,5,4
5635570621,6,4,5,8,6
5635604421,10,0,2,10,4
5635608221,10,1,7,5,5
5635619621,0,6,5,9,4
5635670621,9,8,2,5,5
5635707821,10,9,2,6,4
5635836421,9,4,7,7,6
5635911621,0,6,4,6,8
5635918721,5,8,4,7,6
5635976421,9,1,6,6,6
5636085521,0,8,2,5,8
5636386721,0,5,7,5,5
5636482221,6,8,2,6,6
5636493121,0,3,8,10,4
5636504921,1,2,4,9,8
5636548121,3,8,6,8,8
5636590021,8,2,9,9,3
5636834521,4,0,4,9,6
5636838421,8,5,8,5,7
5636901721,8,5,2,10,8
5636956821,3,4,5,9,4
5636981221,2,4,7,7,4
5636986021,7,5,9,10,3
5637088421,8,7,5,10,3
5637161121,3,6,4,6,8
5637264221,10,10,7,10,3
5637278621,10,10,2,9,8
5637305221,3,3,5,10,6
5637325121,5,3,4,5,7
5637362121,1,2,6,8,4
5637403221,3,1,4,6,6
5637435021,4,4,7,9,8
5637555721,0,7,4,10,4
5637698521,10,3,9,10,3
5637744321,5,6,6,7,3
5637792421,0,5,4,10,8
5637844821,8,3,9,7,5
5637861121,10,5,8,8,4
5637928621,3,2,3,9,6
5637996021,4,8,9,7,5
5638003421,0,7,8,8,4
5638309221,2,6,2,7,5
5638392821,3,3,4,10,3
5638427321,9,3,8,6,8
5638580421,5,10,3,5,7
5638739421,1,6,4,8,5
5638773421,6,1,5,5,6
5639030621,0,0,4,6,3
5639110921,10,10,8,10,8
5639125721,0,5,2,10,7
5639183321,10,5,5,8,3
5639218121,6,3,5,6,7
5639478921,6,2,7,10,7
5639575921,9,8,4,5,5
5639602121,1,0,6,5,4
5639672821,10,3,9,8,5
5639831821,3,3,6,5,8
5639933021,7,9,4,7,8
5640000421,8,2,5,8,4
5640056621,3,4,9,9,7
5640060421,7,6,6,5,7
5640086721,9,0,5,10,7
5640158521,7,4,7,5,6
5640436421,4,2,5,10,7
5640445721,2,5,3,6,7
5640488521,6,5,8,9,3
5640513321,5,1,9,9,5
5640667621,9,2,6,7,7
5640684621,9,8,7,6,4
5640833721,9,2,8,9,4
5641120521,2,9,2,6,5
5641234321,6,0,4,8,4
5641354221,5,7,8,7,4
5641470021,4,8,5,6,4
5641547621,10,0,6,10,5
5641577621,5,6,2,6,5
5641727621,6,5,9,7,5
5641963121,10,1,7,8,6
5641977821,7,5,6,7,7
5642041721,3,6,8,7,5
5642356821,2,10,9,10,3
5642463221,10,1,3,6,8
5642581621,8,6,7,7,5
5642596521,1,2,9,8,8
5642649521,1,5,3,10,5
5642654421,5,3,8,5,7
5642655521,5,3,7,7,4
5642686021,3,1,8,5,7
5642729121,8,5,3,5,7
5643028721,8,2,9,5,5
5643062421,5,6,9,7,4
5643317121,1,3,2,9,8
5643330521,9,0,9,8,5
5643518621,4,0,6,8,5
5643557621,4,6,9,8,5
5643614721,8,1,8,8,3
5643614921,3,1,7,8,7
5643618821,9,9,3,10,3
5643658421,2,4,9,9,3
5644043221,10,2,9,6,8
5644141021,9,1,5,5,4
5644660621,6,2,5,5,7
5644947121,2,5,2,9,8
5645003521,5,1,4,8,4
5645068921,5,7,6,10,7
5645075821,5,9,2,10,4
5645103921,4,2,2,5,3
5645254421,5,6,3,5,8
5645309321,5,8,7,10,3
5645467121,9,4,7,5,3
5645525421,4,9,4,5,6
5645610121,6,2,7,8,4
5645626621,10,1,8,10,7
5645679321,7,7,8,10,3
5645726121,3,8,2,5,8
5645851721,2,2,4,10,4
5645915521,6,6,5,5,4
5645928421,10,1,5,9,8
5646064021,2,1,4,5,8
5646343721,1,7,8,6,3
5646589521,4,0,9,7,4
5646604621,3,9,7,9,5
5646768621,7,4,3,6,8
5647251521,4,3,4,5,4
5647287721,6,3,8,9,5
5647355121,1,1,6,9,3
5647586421,3,0,8,5,3
5647652921,10,0,6,10,3
5647713221,2,2,3,9,7
5647768521,3,1,2,9,8
5648071421,10,7,4,9,6
5648219021,8,8,3,8,8
5648221121,9,10,5,9,4
5648238621,7,6,5,7,7
5648258721,1,0,7,9,3
5648260221,4,6,6,9,5
5648264721,5,5,4,6,7
5648368021,6,3,7,10,5
5648440321,9,7,7,7,4
5648487521,4,7,6,10,8
5648656321,2,8,9,9,3
5648712021,10,9,2,6,8
5648916321,9,3,8,5,5
5648924821,6,7,2,7,6
5649059621,9,5,8,10,3
5649073321,3,2,4,8,6
5649130321,10,2,5,6,6
5649233921,9,9,7,6,5
5649584121,10,4,3,9,8
5649743021,9,10,7,5,7
5649783221,4,9,2,7,4
5649874621,1,8,4,10,6
5649891721,7,5,9,10,6
5650265721,5,7,7,6,5
5650300321,6,8,6,8,8
5650487221,2,10,6,9,7
5650857621,5,2,9,5,4
5650926921,3,9,8,6,3
5650951321,6,8,2,7,6
5651078521,3,9,9,5,7
5651180021,0,8,3,9,3
5651209521,8,1,4,9,8
5651224721,10,6,6,10,6
5651338821,8,10,5,7,8
5651424821,3,7,7,9,4
5651538621,4,3,7,8,3
5651556521,0,9,6,9,6
5651682321,6,4,3,9,7
5651850521,7,10,2,9,3
5652015421,0,7,7,9,7
5652126021,7,9,9,6,7
5652158121,1,6,8,5,8
5652171621,4,2,3,6,7
5652215921,7,5,8,5,4
5652991321,0,8,8,5,4
5653048321,9,9,9,7,4
5653176421,5,10,7,8,4
5653454621,5,10,9,7,3
5653598621,0,10,5,8,4
5653618121,5,8,4,5,3
5653647021,0,2,6,10,8
5653783921,1,3,7,5,6
5653876221,2,1,7,10,3
5653925221,5,1,4,5,6
5654003021,0,7,5,5,7
5654027421,4,0,3,5,4
5654065121,5,6,6,8,5
5654331721,8,8,7,10,8
5654382521,10,8,8,10,3
5654407021,9,1,9,7,7
5654517221,3,8,6,8,7
5654585521,6,10,2,7,4
5654822121,1,7,9,9,3
5654940121,7,9,6,9,6
5655021321,7,0,8,6,4
5655036221,3,3,5,5,7
5655072221,7,0,3,8,7
5655474121,8,0,5,5,7
5655578321,3,10,3,10,6
5655587421,3,8,3,5,3
5655598721,0,10,6,7,4
5655622721,5,0,6,6,4
5655878521,8,7,7,8,3
5655938621,2,7,3,7,5
5655942521,6,4,4,6,7
5655957421,7,7,3,10,7
5655960921,1,9,5,9,3
5655974121,2,1,9,10,7
5656004821,2,9,7,9,3
5656042521,4,0,4,7,8
5656176821,10,1,9,10,5
5656240121,9,2,4,6,7
5656273321,0,4,6,8,7
5656440621,6,3,4,7,5
5656625621,5,4,9,5,8
5656653421,7,0,9,5,3
5656942221,7,10,7,10,4
5657085921,2,8,4,9,7
5657225921,9,5,7,10,6
5657294921,3,1,9,8,3
5657423521,0,8,2,6,6
5657575021,3,1,6,10,7
5657584821,0,2,7,7,5
5657594521,6,2,6,5,7
5657638721,9,0,8,10,4
5657641821,0,0,6,6,7
5657699021,3,3,9,9,6
5657814521,5,6,3,10,7
5658220821,10,9,5,10,4
5658247321,8,10,3,10,3
5658534121,2,7,7,6,8
5658534221,0,1,2,8,5
5658559321,5,5,4,10,4
5658706521,8,1,2,8,5
5658775821,8,1,2,8,7
5658933521,4,5,7,10,4
5659134621,7,3,5,8,4
5659179221,3,5,9,7,8
5659454821,5,1,4,5,4
5659511321,5,6,5,10,3
5659630021,9,2,7,7,8
5659676021,1,10,3,6,6
5659741021,7,9,3,5,7
5659808721,10,3,9,10,3
5659934121,4,0,6,9,3
5659987021,9,2,3,5,8
5659999821,0,0,2,5,5
5660407621,5,2,2,8,3
5660478921,2,7,7,8,7
5660480621,9,5,5,10,6
5660717821,6,3,5,10,3
5660768521,7,0,2,7,5
5660769621,4,8,4,5,6
5660988821,1,0,8,6,5
5661054721,5,0,3,6,5
5661076421,6,8,9,10,4
5661223121,5,6,2,7,5
5661288421,8,2,6,5,3
5661368821,8,7,2,8,5
5661580121,6,0,5,5,5
5661637321,6,7,6,9,4
5661640321,5,9,6,5,3
5661664321,4,0,6,9,8
5661866221,8,8,7,5,3
5661872321,3,9,3,5,4
5662127421,0,10,3,9,3
5662143421,5,5,3,7,8
5662162021,6,2,3,10,4
5662273121,4,9,2,9,8
5662426721,3,9,7,5,3
5662478721,2,4,5,5,6
5662485521,9,8,6,7,8
5662503921,3,9,8,7,4
5662563421,1,3,3,8,5
5662603921,0,2,9,7,6
5662985921,4,3,2,7,6
5663110821,9,5,3,10,6
5663128721,10,8,6,7,4
5663147921,4,8,6,5,6
5663198721,8,4,3,5,4
5663358421,3,7,4,8,6
5663510921,8,7,8,10,8
5663522521,2,0,8,6,8
5663745521,8,6,9,5,5
5663861021,3,8,7,10,8
5663880821,7,8,7,10,5
5663913221,1,8,7,10,8
5663957821,8,10,2,9,7
5664257821,4,7,5,6,7
5664896521,9,0,5,10,4
5664915121,8,10,2,5,6
5664951421,3,4,3,8,3
5665019821,6,1,8,8,7
5665212021,3,1,2,10,5
5665250021,0,4,7,6,4
5665261221,8,9,6,6,6
5665331921,7,8,2,8,5
5665620921,9,4,8,9,7
5665628221,8,7,2,9,3
5665809521,4,10,7,10,7
5665827821,1,9,7,6,3
5665851421,7,1,4,6,6
5665975821,2,4,5,10,8
5666017421,8,2,3,9,8
5666097921,1,4,4,7,5
5666150021,2,7,2,8,6
5666176921,1,7,5,10,7
5666264021,3,3,4,5,6
5666283521,10,10,9,5,3
5666483621,10,5,6,7,4
5666632721,9,5,9,6,4
5666699021,10,0,8,6,5
5666825021,3,10,3,8,6
5666950121,9,9,7,9,4
5667018621,1,1,9,6,7
5667022121,1,1,3,7,5
5667029621,5,8,6,6,7
5667084221,3,1,9,6,6
5667106821,6,1,9,7,5
5667188321,10,10,6,5,6
5667435221,2,10,9,10,6
5667541821,10,3,6,8,4
5667645621,5,5,3,10,8
5667719321,5,4,4,6,8
5667891921,8,2,4,9,3
5667916921,5,5,9,7,8
5668088321,9,10,8,6,7
5668201721,4,2,6,6,8
5668225221,5,0,3,9,4
5668353121,4,5,6,6,4
5668361421,4,9,8,8,4
5668449821,5,10,9,8,6
5668493221,1,5,2,6,3
5668816621,1,6,9,6,4
5668901921,4,5,2,5,7
5668964721,3,6,8,5,8
5669000321,9,7,7,5,5
5669068521,1,9,6,7,3
5669190321,1,1,2,10,5
5669292721,5,7,8,6,8
5669572721,6,7,6,9,8
5669654121,5,9,4,6,5
5669678721,6,8,3,5,8
5669694721,9,1,7,5,4
5669728721,1,9,7,7,8
5669803621,8,9,3,8,8
5669873221,0,1,7,8,8
5669960021,0,7,2,10,7
5670076921,9,1,7,5,3
5670201121,8,6,6,8,6
5670226721,2,10,4,10,4
5670227221,9,3,6,7,6
5670320721,4,2,5,10,4
5670482521,3,3,4,9,4
5670490721,7,3,3,10,6
5670609221,6,4,3,10,3
5670649821,10,10,8,6,3
5670683221,9,10,4,9,5
5670722721,9,7,6,6,7
5670816521,8,2,2,8,7
5670941021,3,2,5,6,6
5671119921,8,2,2,7,6
5671132621,1,3,6,7,5
5671144621,9,9,8,8,3
5671192521,2,5,7,8,7
5671205421,7,2,3,8,5
5671223821,5,0,6,9,4
5671493321,6,5,2,8,3
5671601021,9,2,3,6,5
5671715421,3,10,9,5,5
5671826621,0,10,2,8,8
5671904921,10,10,7,6,5
5671929521,10,4,9,6,7
5672017121,8,2,9,6,8
5672115521,7,6,9,6,3
5672157021,2,2,2,5,8
5672209021,1,6,7,9,8
5672217521,3,0,7,7,6
5672394021,0,4,2,9,6
5672488021,8,10,6,10,7
5672503221,4,2,5,10,4
5672591621,5,3,4,5,3
5672706621,4,9,9,8,7
5672881021,0,0,2,7,4
5672934621,7,1,8,8,3
5673067021,6,10,2,9,4
5673121521,6,10,5,10,3
5673152521,8,6,7,6,3
5673165821,2,8,9,5,5
5673185421,10,10,7,5,8
5673344521,1,1,9,6,6
5673471521,8,4,6,9,3
5673495221,10,5,9,10,6
5673567821,7,3,7,10,3
5673791921,10,8,5,7,4
5673823921,0,9,9,8,3
5673958621,2,2,6,9,4
5674195521,5,1,9,7,6
5674227821,2,0,2,5,4
5674249721,7,8,2,9,7
5674345821,6,3,5,10,8
5674466721,3,0,8,9,5
5674482121,10,3,8,9,5
5674553021,7,8,8,5,3
5674581021,7,10,6,7,8
5674646121,0,2,8,6,5
5674706521,3,8,6,5,4
5674714521,9,6,8,6,6
5674775321,6,7,6,5,8
5675172021,3,5,6,8,8
5675213421,7,7,3,6,3
5675827921,9,9,5,8,3
5675833921,9,5,3,7,6
5676018621,7,9,5,8,5
5676123121,0,10,8,6,4
5676237921,10,10,9,9,7
5676304621,2,5,6,5,5
5676332421,1,2,8,10,5
5676456521,10,1,5,7,6
5676628221,7,4,2,9,8
5676789921,3,6,9,9,8
5676839421,10,10,6,9,4
5676863921,5,10,4,8,7
5676885021,2,3,8,9,6
5676901821,1,3,4,7,8
5676915321,4,1,6,10,8
5677139521,1,1,9,5,7
5677821021,8,7,2,9,4
5677994221,6,0,8,10,6
5678266521,1,3,8,6,7
5678362021,7,10,3,9,7
5678484721,1,9,8,8,8
5678581321,5,1,9,9,8
5678618821,5,1,2,6,7
5678804721,2,9,5,8,6
5679061021,5,9,3,10,4
5679125621,0,7,3,9,4
5679224821,1,2,8,10,7
5679533621,4,3,4,10,3
5679539621,8,0,3,5,3
5679626521,2,0,9,8,4
5679660221,0,0,8,9,7
5679770421,3,9,5,9,7
5679853821,6,10,8,7,5
5679966521,2,7,2,9,3
5679969421,2,1,5,5,6
5680061321,0,9,3,8,8
5680239221,9,1,6,5,7
5680273221,2,6,2,9,7
5680376221,4,0,5,7,5
5680439221,7,6,2,8,4
5680526421,10,7,7,5,7
5680549221,3,6,7,6,8
5680567421,9,8,6,9,6
5680600521,10,1,2,5,8
5680688621,1,8,6,5,6
5681032521,0,10,3,7,6
5681039721,2,10,4,6,3
5681045721,1,10,4,5,4
5681053721,7,8,3,9,6
5681108721,1,7,3,5,4
5681231321,7,6,7,6,3
5681496421,7,10,2,10,8
5681581321,6,1,7,8,4
5681727821,3,6,5,7,5
5681731721,5,10,9,5,4
5681799521,10,7,5,5,4
5681852721,6,0,9,10,7
5682050821,5,1,3,9,3
5682079821,3,0,9,10,3
5682215721,0,5,9,6,4
5682254421,0,2,4,7,6
5682327621,2,10,5,5,7
5682398021,6,1,9,9,5
5682414521,5,10,4,7,7
5682591721,2,9,9,5,5
5682647821,0,4,5,5,5
5683003821,10,8,8,8,3
5683049221,6,2,6,10,7
5683175921,8,3,6,8,8
5683188121,10,2,4,6,3
5683214721,9,2,2,10,3
5683281721,9,1,5,9,6
5683330421,9,5,9,9,7
5683368821,10,1,5,6,5
5683431221,0,9,9,6,6
5683527521,4,5,8,5,3
5683596621,8,2,6,5,5
5683644321,8,4,8,8,4
5683728921,8,4,7,8,4
5683858821,3,10,6,10,8
5683922721,10,5,3,7,8
5683947321,9,9,8,7,8
5683998521,9,8,6,9,7
5684032221,5,0,7,6,8
5684130221,2,2,8,10,7
5684252521,5,10,2,9,7
5684347621,9,0,8,7,7
5684493321,9,7,9,7,6
5684508021,2,2,7,7,6
5684536521,9,9,6,9,6
5684639321,10,9,9,7,4
5684700821,3,2,7,7,6
5684819721,9,4,6,7,5
5684821621,0,2,6,7,4
5684839821,5,7,9,9,3
5684863021,8,6,5,9,5
5684946021,4,2,6,7,8
5685037521,1,7,4,7,7
5685105121,0,6,2,8,8
5685143921,6,9,5,5,8
5685144221,0,3,2,10,4
5685246421,4,9,9,6,5
5685317621,9,5,6,5,4
5685467421,9,0,2,9,6
5685486221,4,8,2,5,8
5685496021,6,3,9,5,3
5685524621,3,3,4,6,7
5685707721,4,10,6,5,6
5685710521,2,7,6,6,7
5685807321,2,6,3,7,7
5685847821,0,6,7,7,5
5686745821,3,5,3,10,6
5686751221,4,10,2,5,4
5686840721,4,7,3,5,4
5686897421,6,1,7,8,4
5687093321,5,4,6,6,8
5687166321,2,10,2,10,8
5687193421,2,0,2,7,7
5687312021,3,0,5,10,6
5687372021,10,4,2,7,3
5687403621,1,3,7,5,7
5687516121,7,1,4,9,4
5687539621,2,0,9,9,3
5687731021,10,2,6,10,6
5687854321,7,10,3,7,8
5687920521,7,9,5,8,6
5688070621,6,6,2,9,8
5688124321,3,3,5,7,8
5688209821,10,9,9,5,4
5688210321,2,1,6,6,7
5688381821,9,7,7,8,7
5688483221,2,3,4,9,4
5688523621,5,7,4,6,6
5688609021,5,3,8,8,3
5688754621,5,5,4,6,3
5688961821,5,4,4,5,4
5689010821,6,9,3,10,8
5689030421,10,2,2,8,3
5689171221,8,8,6,6,7
5689173321,8,2,3,7,8
5689176721,3,0,8,9,7
5689258521,0,10,8,7,3
5689407021,5,10,8,6,6
5689758721,6,10,3,5,7
5689811521,8,7,3,10,3
5690121421,0,10,2,7,7
5690145321,5,4,5,5,8
5690418521,8,9,9,9,6
5690478321,6,10,9,10,3
5690532921,1,2,7,7,8
5690563021,5,2,8,6,3
5690660921,1,1,4,6,7
5690701021,5,6,6,5,7
5690734021,3,3,9,10,7
5690739721,9,9,6,8,3
5691005221,0,3,7,10,6
5691212921,8,7,5,5,4
5691229921,4,9,5,9,7
5691252921,3,9,3,5,4
5691331521,0,2,4,7,7
5691524221,7,3,4,9,8
5691532121,1,7,8,5,6
5691595321,0,4,7,8,6
5691628721,4,2,4,6,4
5691687021,2,3,4,9,7
5691779621,0,5,7,10,4
5691880121,9,3,8,6,3
5692190921,6,6,2,9,5
5692271521,2,4,5,9,5
5692387621,0,7,8,7,4
5692477021,4,0,8,10,5
5692637321,4,7,7,10,6
5692686421,7,5,5,6,6
5692721121,1,1,3,9,8
5692820921,7,10,8,9,8
5692904721,3,9,2,7,5
5693057321,6,4,7,9,4
5693154221,7,7,7,6,4
